year,serial,hwtsupp,region,statefip,county,ownershp,phone,month,pernum,wtsupp,famsize,nchild,nchlt5,eldch,age,sex,race,marst,educ,empstat,labforce,occ,ind,wkswork1,hrswork,incwage,poverty,vetstat,health,migsta1,whymove,migrate1
2012,92124,1458.99,Pacific Division,California,0,Owned or being bought,"Yes, phone in household",March,3,1366.59,3 family members present,0 children present,No children under age 5,NIU,14,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,56979,1433.01,South Atlantic Division,Florida,12086,With cash rent,"Yes, phone in household",March,4,1972.3,4 family members present,0 children present,No children under age 5,NIU,7,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,100-124 percent of the low-income level,NIU,Good,Same house,NIU,Same house
2012,50972,1982.33,South Atlantic Division,North Carolina,0,With cash rent,"Yes, phone in household",March,2,2495.3799,2 family members present,0 children present,No children under age 5,NIU,26,Male,Black/Negro,Never married/single,Grade 11,"NILF, unable to work","No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Poor,Same house,NIU,Same house
2012,91682,1643.38,Pacific Division,California,6073,Owned or being bought,"Yes, phone in household",March,1,1643.38,4 family members present,3,1 child under age 5,17,37,Female,White,Divorced,Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,Below poverty,No service,Good,Same house,NIU,Same house
2012,83099,2549.2,Pacific Division,Washington,0,Owned or being bought,"Yes, phone in household",March,1,2549.2,4 family members present,3,No children under age 5,16,35,Male,White,Divorced,Grade 11,At work,"Yes, in the labor force",6230,770,52 weeks,40 hours,35000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,78826,968.42999,Mountain Division,New Mexico,0,Owned or being bought,"Yes, phone in household",March,3,830.39001,3 family members present,0 children present,No children under age 5,NIU,11,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,125-149 percent of the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,55048,1937.23,South Atlantic Division,Georgia,13153,Owned or being bought,"Yes, phone in household",March,1,1937.23,4 family members present,1 child present,No children under age 5,27,63,Male,Black/Negro,"Married, spouse present",Bachelor's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,Yes,Good,Same house,NIU,Same house
2012,81302,1063.92,Mountain Division,Utah,0,Owned or being bought,"Yes, phone in household",March,3,1172.45,6 family members present,0 children present,No children under age 5,NIU,14,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,31929,770.37,West North Central Division,Minnesota,27123,With cash rent,"Yes, phone in household",March,3,835.35999,4 family members present,0 children present,No children under age 5,NIU,15,Male,White,Never married/single,Grade 9,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,NIU,Good,Same house,NIU,Same house
2012,15703,1630.37,Middle Atlantic Division,New Jersey,34025,Owned or being bought,"Yes, phone in household",March,2,1630.37,2 family members present,0 children present,No children under age 5,NIU,78,Female,Asian only,"Married, spouse present",Bachelor's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,100-124 percent of the low-income level,No service,Fair,Same house,NIU,Same house
2012,85223,1184.7,Pacific Division,Oregon,0,With cash rent,"Yes, phone in household",March,7,903.96002,8 family members present,0 children present,No children under age 5,NIU,4,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,Below poverty,NIU,Very good,Same house,NIU,Same house
2012,3022,421.91,New England Division,New Hampshire,0,Owned or being bought,"Yes, phone in household",March,2,434.95001,1 family member present,0 children present,No children under age 5,NIU,54,Male,White,Divorced,High school diploma or equivalent,At work,"Yes, in the labor force",6230,770,NIU,35 hours,0,Below poverty,No service,Good,Same house,NIU,Same house
2012,53650,3363.2,South Atlantic Division,Georgia,13063,Owned or being bought,"Yes, phone in household",March,2,3363.2,2 family members present,0 children present,No children under age 5,NIU,57,Female,White,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",2310,7860,52 weeks,40 hours,24000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,81653,1405.55,Mountain Division,Nevada,32003,Owned or being bought,"Yes, phone in household",March,2,1405.55,4 family members present,0 children present,No children under age 5,NIU,26,Female,White,"Married, spouse present",High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Good,Nevada,Wanted new or better housing,Moved within county
2012,52331,1917.12,South Atlantic Division,South Carolina,0,Owned or being bought,"Yes, phone in household",March,4,2824.1001,5 family members present,0 children present,No children under age 5,NIU,11,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,35399,3227.98,West North Central Division,Missouri,0,Owned or being bought,"Yes, phone in household",March,2,3227.98,2 family members present,0 children present,No children under age 5,NIU,67,Female,White,"Married, spouse present",Grade 11,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,25137,1375.5601,East North Central Division,Illinois,0,Owned or being bought,"Yes, phone in household",March,3,1613.62,3 family members present,0 children present,No children under age 5,NIU,3,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,74289,341.14001,Mountain Division,Idaho,0,With cash rent,"Yes, phone in household",March,2,371.92999,1 family member present,0 children present,No children under age 5,NIU,26,Male,White,Never married/single,Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,Below poverty,Yes,Excellent,Same house,NIU,Same house
2012,69580,1628.26,West South Central Division,Texas,0,With cash rent,"Yes, phone in household",March,1,1628.26,1 family member present,0 children present,No children under age 5,NIU,36,Male,White,Never married/single,Some college but no degree,"NILF, unable to work","No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,Yes,Fair,Same house,NIU,Same house
2012,57888,2159.3899,South Atlantic Division,Florida,12095,Owned or being bought,"Yes, phone in household",March,2,2159.3899,2 family members present,0 children present,No children under age 5,NIU,41,Male,Black/Negro,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",7340,7070,52 weeks,40 hours,38000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,15774,1367.37,Middle Atlantic Division,New Jersey,34027,Owned or being bought,"Yes, phone in household",March,2,1367.37,4 family members present,2,No children under age 5,20,38,Male,White,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",3910,9470,52 weeks,40 hours,80000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,49313,1301.8101,South Atlantic Division,West Virginia,0,Owned or being bought,"Yes, phone in household",March,1,1301.8101,1 family member present,0 children present,No children under age 5,NIU,77,Male,White,Widowed,High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,85583,1319.36,Pacific Division,Oregon,0,Owned or being bought,"Yes, phone in household",March,1,1319.36,4 family members present,2,No children under age 5,17,45,Male,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",7700,2670,52 weeks,24 hours,94000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,30417,1610.1,West North Central Division,Minnesota,0,Owned or being bought,"Yes, phone in household",March,1,1610.1,2 family members present,0 children present,No children under age 5,NIU,80,Female,White,"Married, spouse present",High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,75758,304.54001,Mountain Division,Wyoming,0,Owned or being bought,"Yes, phone in household",March,2,304.54001,2 family members present,0 children present,No children under age 5,NIU,57,Female,White,"Married, spouse present",High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,35222,1195.55,West North Central Division,Missouri,29189,Owned or being bought,"Yes, phone in household",March,2,1195.55,4 family members present,2,No children under age 5,32,32,Female,Black/Negro,"Married, spouse present",Master's degree,At work,"Yes, in the labor force",2310,7860,52 weeks,40 hours,70000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,4216,155.12,New England Division,Vermont,0,With cash rent,"Yes, phone in household",March,5,165.59,6 family members present,0 children present,No children under age 5,NIU,9,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,70762,1626.21,West South Central Division,Texas,0,Owned or being bought,"Yes, phone in household",March,4,1342.36,4 family members present,1 child present,No children under age 5,21,41,Male,White,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",2630,9160,52 weeks,30 hours,32500,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,32249,1082.12,West North Central Division,Minnesota,0,Owned or being bought,"Yes, phone in household",March,2,1082.12,3 family members present,1 child present,No children under age 5,17,51,Male,White,"Married, spouse present","12th grade, no diploma",At work,"Yes, in the labor force",7950,2870,52 weeks,48 hours,65000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,78050,870.33002,Mountain Division,Colorado,8101,Owned or being bought,"Yes, phone in household",March,4,805.03003,4 family members present,0 children present,No children under age 5,NIU,8,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,65741,1845.88,West South Central Division,Louisiana,0,With cash rent,"Yes, phone in household",March,3,1558.37,1 family member present,0 children present,No children under age 5,NIU,43,Female,Black/Negro,Never married/single,High school diploma or equivalent,"Unemployed, experienced worker","Yes, in the labor force",3500,8590,26 weeks,NIU,10000,Below poverty,No service,Very good,Same house,NIU,Same house
